"NGA","PolID","Date","PropCoded","PolPop","PolTerr","CapPop","AdmLev","MilLev","ReligLev","SettlHier","ProfOfficer","ProfSoldier","ProfPriest","FullTBur","ExamSyst","MeritProm","GovtBldg","Court","LegCode","Judge","Lawyer","Irrigation","WaterSuppl","Market","FoodStor","Road","Bridge","Canal","Port","Mine","Courier","PostStation","PostService","Mnemonic","NonWRecord","WRecord","Script","NonPhWrit","PhAlph","Lists","Calendar","SacrTxt","ReligLit","PractLit","History","Philosophy","SciLit","Fiction","Article","Token","PrecMetal","ForCoin","IndigCoin","PaperCurr","SpecFreqLR","PartFreqLR","AudFreqLR","OrthopraxyLR","OrthodoxyLR","SpecFreqWR","PartFreqWR","AudFreqWR","OrthopraxyWR","OrthodoxyWR","SpecFreqFR","PartFreqFR","AudFreqFR","OrthopraxyFR","OrthodoxyFR","SpecFreqER","PartFreqER","AudFreqER","OrthopraxyER","OrthodoxyER","SpecFreqDR","PartFreqDR","AudFreqDR","OrthopraxyDR","OrthodoxyDR","Monotheism","Omnipresence","Omniscience","Omnipotence","HighGods","SEHarm","SEFair","SERecip","SEProperty","SEKinship","SEIngroup","SERespect","SEBravery","SEPurity","SEGeneral","SEAmoral","SEAmoral","HeredStatus"
"Cahokia","USMisEW","-500","88.2","41.3815550774394",NA,"46.5883372929025","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisEW","-400","88.2","41.3815550774394",NA,"46.5883372929025","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisEW","-300","88.2","41.3815550774394",NA,"46.5883372929025","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisEW","-200","88.2","41.3815550774394",NA,"46.5883372929025","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisMW","-100","88.2","45.1143747462592",NA,"46.7114284477708","1.93870820462931","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisMW","0","88.2","45.1143747462592",NA,"46.7114284477708","1.93870820462931","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisMW","100","88.2","45.1143747462592",NA,"46.7114284477708","1.93870820462931","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisMW","200","88.2","45.1143747462592",NA,"46.7114284477708","1.93870820462931","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisRo","300","88.2","33.4755573259853",NA,"42.3368191163581","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisRo","400","88.2","33.4755573259853",NA,"42.3368191163581","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisMu","500","88.2","39.5144709236332",NA,"42.3653524404423","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisPa","600","88.2","38.2278399247007",NA,"48.3410491618126","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisPa","700","88.2","38.2278399247007",NA,"48.3410491618126","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisSp","800","90.2","454.09010680849","153.553315184031","432.041789095865","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0","0","1","0","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisME","900","82.4","424.6358176407","171.428220905241","462.885574613978","2","1","2","2","0","0","1",NA,"0",NA,NA,NA,NA,NA,"0","0","0","0","0.9","1","0","0","0","1","0.9","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0.9","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisME","1000","82.4","424.6358176407","171.428220905241","462.885574613978","3","1","3","3","0","0","1",NA,"0",NA,NA,NA,NA,NA,"0","0","0","0","0.9","1","0","0","0","1","0.9","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0.9","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USCahoE","1100","78.4","42581.5393227639","2374.24610174589","13114.4954315435","3.61252108525976","2","3","4",NA,NA,"1",NA,"0",NA,NA,NA,NA,NA,"0","0","0","0","1","1","0","0","0","1","0.9","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0.9","0","0","0","0","2","2",NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6",NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USCahoL","1200","78.4","42337.353367225","2141.66525867601","11270.0843238041","3.59192366836445","2","3","4",NA,NA,"1",NA,"0",NA,NA,NA,NA,NA,"0","0","0","0","1","1","0","0","0","1","0.9","0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0.9","0","0","0","0","2","2",NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6",NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USMisSd","1300","76.5","13503.749020802","753.581467133247","6029.72783269168","3","2","3","3",NA,NA,"1",NA,"0",NA,NA,NA,NA,NA,"0","0","0","0","0.9","1","0","0","0","1",NA,"0","0",NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0.9","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USOneot","1400","70.6",NA,NA,"200","1","1.45865846672537","1","2",NA,NA,"0",NA,"0.1",NA,NA,"0.1","0.1","0.1","0.1","0.1",NA,"0.1","1","0.1","0.1","0.1","0.1","0.9",NA,NA,NA,NA,NA,"0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.9",NA,"0.1","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USOneot","1500","70.6",NA,NA,"200","1","1.45865846672537","1","2",NA,NA,"0",NA,"0.1",NA,NA,"0.1","0.1","0.1","0.1","0.1",NA,"0.1","1","0.1","0.1","0.1","0.1","0.9",NA,NA,NA,NA,NA,"0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.9",NA,"0.1","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USOneot","1600","70.6",NA,NA,"2221.81999110964","1","1.45865846672537","1","2",NA,NA,"0",NA,"0.1",NA,NA,"0.1","0.1","0.1","0.1","0.1",NA,"0.1","1","0.1","0.1","0.1","0.1","0.9",NA,NA,NA,NA,NA,"0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.9",NA,"0.1","0.1","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cahokia","USIllin","1700","68.6","11791.0619215982","18106.9372590292",NA,"2","2","1","1",NA,NA,NA,NA,"0.1",NA,NA,"0","0","0","0.1","0.1",NA,NA,NA,"0.1","0.1","0.1","0.1","0.9",NA,NA,NA,"1","1","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.9",NA,NA,"0.1","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodian Basin","KhFunaE","300","84.3",NA,"257034","2000","3","2","2","3","0.1","0.1","1","0.9","0","0","0.9","1","1","0.9","0.9","1","1","0.9","1","1","0.9","1","1","1",NA,NA,NA,NA,NA,"1","1",NA,"1","1","1","1","1","1","1","1","1",NA,"1","0","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodian Basin","KhFunaE","400","84.3",NA,"257034","2000","3","2","2","3","0.1","0.1","1","0.9","0","0","0.9","1","1","0.9","0.9","1","1","0.9","1","1","0.9","1","1","1",NA,NA,NA,NA,NA,"1","1",NA,"1","1","1","1","1","1","1","1","1",NA,"1","0","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodian Basin","KhFunaE","500","84.3",NA,"257034","2000","3","2","2","3","0.1","0.1","1","0.9","0","0","0.9","1","1","0.9","0.9","1","1","0.9","1","1","0.9","1","1","1",NA,NA,NA,NA,NA,"1","1",NA,"1","1","1","1","1","1","1","1","1",NA,"1","0","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodian Basin","KhFunaL","600","84.3","165738.469709217","264200","2000","3","2","2","3.13964831869968","0.1","0.1","1","1","0.1","0",NA,"1","1","0.9","0.9","1","1","0.1","1","1","0.9","1","1","1",NA,NA,NA,NA,NA,"1","1",NA,"1","1","1","1","1","1","1","1","1",NA,"1","0","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodian Basin","KhChenl","700","80.4",NA,"531000","60000","4","4","6","4","1","1","1","1","0.1","0",NA,"1","1","0.9","0.9","1","1","0.1","1","1","0.9","1","1","1",NA,NA,NA,NA,NA,"1","1",NA,"1","1","0.9","1","1","1","1","1","1",NA,"1","0","1",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodian Basin","KhChenl","800","80.4",NA,"531000","300000","4","4","6","4","1","1","1","1","0.1","0",NA,"1","1","0.9","0.9","1","1","0.1","1","1","0.9","1","1","1",NA,NA,NA,NA,NA,"1","1",NA,"1","1","0.9","1","1","1","1","1","1",NA,"1","0","1",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodian Basin","KhAngkE","900","96.1",NA,"916847","400000","5","6","6","5","1","1","1","1","0.1","0.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","0.9","1","0","1","1","0","0","2","2","2",NA,NA,"6","6",NA,NA,NA,"6","6",NA,NA,NA,"2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodian Basin","KhAngkE","1000","94.1",NA,"916847",NA,"5","6","6","5","1","1","1","1","0.1","0.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","0.9","1","0","1","1","0","0","2","2","2",NA,NA,"6","6",NA,NA,NA,"6","6",NA,NA,NA,"2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodian Basin","KhAngkC","1100","98","1500000","939245","899451.988090464","5","6","6","6","1","1","1","1","0","0.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","0.9","1","0","1","1","0","0","2","2","2",NA,NA,"6","6",NA,NA,NA,"6","6",NA,NA,NA,"2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambodian Basin","KhAngkC","1200","98","1500000","939245","899451.988090464","5","6","6","6","1","1","1","1","0","0.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","0.9","1","0","1","1","0","0","2","2","2",NA,NA,"6","6",NA,NA,NA,"6","6",NA,NA,NA,"2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
